"Dates_YYYYMMDD" "Red_av" "Red_sd" "Green_av" "Green_sd" "Blue_av" "Blue_sd" "Red_Index_av" "Red_Index_sd" "Green_Index_av" "Green_Index_sd" "Blue_Index_av" "Blue_Index_sd" "GEI_av" "GEI_sd" "BRI_av" "BRI_sd"
"2020-07-01" 142.559253376255 36.0160206600038 128.192750563639 35.936805403362 138.326737455227 35.8539335048779 0.349543877615135 0.0128616965792751 0.311524155833796 0.0089524764533861 0.338931966551069 0.0122852753455112 -24.5004897042052 6.7332833866824 409.078741395121 107.22125045977
"2020-07-02" 138.978076167748 32.1003380012499 123.891391534232 32.898916596831 134.039562999194 33.0241227572554 0.351836901422132 0.0132620885692028 0.31040884568525 0.00915818929836983 0.337754252892617 0.0114571939552504 -25.234856098477 6.87422869541114 396.909030701174 97.4049519726094
"2020-07-03" 139.966762162383 41.6640277697857 126.32081008657 40.701219232775 135.773403078114 40.5850277099075 0.348999357105601 0.0139097636041852 0.311847786537589 0.0100852904174664 0.33915285635681 0.0143894906683473 -23.0985450673568 7.00919019198408 402.060975327067 122.384196662506
"2020-07-04" 140.455083513508 41.2873741585344 126.320705533375 40.2211357001352 136.291068514813 40.1341803675188 0.349318118218888 0.0139220665620934 0.311121151991194 0.0100086414599671 0.339560729789918 0.0144509588421157 -24.1047409615713 6.95474976320828 403.066857561696 121.070489839867
"2020-07-05" 140.710027672418 41.1116349749032 126.134998156735 39.9322820180678 136.424804101886 39.9084043811739 0.349819478634375 0.0140092841906902 0.310426572824819 0.0101825407460111 0.339753948540807 0.0145787070921574 -24.8648354608331 7.03869366449767 403.269829931038 120.376117866633
"2020-07-06" 141.705794889329 39.8936105634836 126.376338875748 38.8567604629842 136.819777590902 38.7941618911691 0.350940125281242 0.0136557496470169 0.309918599552986 0.00974748512524119 0.339141275165773 0.0140355741117075 -25.7728947287355 6.77744305399999 404.90191135598 116.954508196521
"2020-07-07" 141.338001725522 40.2433196845341 126.21679906931 39.1029260562827 136.394112699844 38.9289531410412 0.350738675506147 0.0139715612798601 0.310233115993458 0.00980741912954325 0.339028208500395 0.0145224772637679 -25.2985162867455 6.73159984912001 403.948913494676 117.676071441344
"2020-07-08" 142.14249233346 37.0296464079595 126.327786010721 36.2935905559478 137.604677182369 36.1407637350262 0.3509500711292 0.0135761220187324 0.309037590324114 0.00942594832876844 0.340012338546686 0.0140617280779304 -27.0915974943866 6.72538368829823 406.07495552655 108.804847336345
"2020-07-09" 142.090799147922 35.5882448769198 126.764957712702 35.1384419578062 136.490845789339 35.1540556994865 0.351693859984813 0.0130663313382468 0.31099707168374 0.0086178333995501 0.337309068331447 0.0127407041039194 -25.0517295118571 6.56356649214769 405.346602649963 105.246021473889
"2020-07-10" 140.102712647111 37.7941631362399 124.650658634738 37.0116524790622 134.168697719842 36.9487704834986 0.35235346205573 0.0136136591678855 0.310387060547599 0.00953353791924182 0.337259477396672 0.0135945890698484 -24.9700930974778 6.74652007122346 398.922069001691 111.135331581578
"2020-07-11" 139.9777042283 38.0316989815635 124.178418494014 36.9853122378327 134.390792938707 36.7855094125696 0.352121732497821 0.0137875626318165 0.309500568234549 0.00964715180820231 0.338377699267631 0.0142094303738571 -26.0116601789788 6.7625599695462 398.546915661021 111.161713143405
"2020-07-12" 138.877645286765 34.9879503837117 122.94997861392 34.3847491775718 133.660626594398 34.372376811298 0.352167368028684 0.013709198122375 0.309007083506722 0.00898483260543669 0.338825548464594 0.0136512538235258 -26.6383146533231 6.72807064042567 395.488250495083 103.056802068675
"2020-07-13" 140.084136138426 34.0770597676058 123.583244697551 33.8079370817908 134.033246645326 34.1093217845261 0.353561747176 0.0133606411696813 0.30896388648523 0.00907583797858243 0.337474366338769 0.0125810620999417 -26.9508933886492 6.66044065971286 397.700627481303 101.331087473241
"2020-07-14" 136.098036235964 39.4473610825143 121.020428581338 38.528978903645 129.934362371647 38.2950841394896 0.352973494835255 0.0146042814168892 0.310379538845552 0.00996074032624344 0.336646966319193 0.014231587719131 -23.9915414449348 7.15763373204197 387.052827188949 115.640676591412
"2020-07-15" 133.123048418865 34.828644318503 116.986125668296 34.652688169632 123.695689380432 34.3801814970383 0.35980724467446 0.0155250696659508 0.310788948992301 0.0101632445017748 0.329403806333239 0.0137831994913615 -22.8464864627056 7.93427850117852 373.804863467593 103.132506937506
"2020-07-16" 136.532788973135 34.9563952312107 122.498236771271 34.3509111497161 131.212869604419 34.3875413717575 0.350878007497287 0.0130572181641544 0.312330766424677 0.00929997245111715 0.336791226078035 0.0123191691515757 -22.7491850350111 7.93060463586511 390.243895348824 103.02443034339
"2020-07-17" 136.455495460108 36.3882825208807 122.415500182092 35.6389737340018 131.620753572632 35.5915069837194 0.35045845739059 0.0133696034268185 0.311796853100413 0.00969821171356612 0.337744689508997 0.0125765941467158 -23.2452486685571 8.35571069609767 390.491749214832 106.946967445054
"2020-07-18" 134.0013811889 33.1682925655935 119.594463264166 32.7768278309427 128.772831979291 32.8181202011615 0.351370368033576 0.0137165596503323 0.311212772019579 0.0100420895089424 0.337416859946846 0.0124128559831497 -23.5852866398588 8.93874717388499 382.368676432356 98.0075524649385
"2020-07-19" 135.561950156346 32.1408214116794 121.117288791043 31.6497623253758 131.163324360426 31.773476966605 0.35038365067321 0.0134927481332373 0.310890314110158 0.00979738478712053 0.338726035216632 0.0120894003034027 -24.4906969346852 8.90698782601938 387.842563307814 94.7890418282111
"2020-07-20" 125.403380775332 35.6835464206574 111.447713608729 35.9907387155293 119.262833718484 35.9783590766567 0.354249283739883 0.0170604713955784 0.310720071386654 0.0126106785142302 0.335030644873463 0.0133702478330858 -21.7707872763581 10.3703066748651 356.113928102545 106.843414964262
"2020-07-21" 133.06400815848 35.6564841667004 120.065207189947 34.5615861141837 128.152800857844 34.7603919338138 0.349709723125562 0.0141018706416097 0.31351941942404 0.0118996716176697 0.336770857450398 0.0126485314596473 -21.0863946364298 11.1991237394202 381.282016206271 104.103526913169
"2020-07-22" 132.93010027335 34.7617969641925 119.932244446422 33.895615586527 128.256313867115 34.1651988631358 0.349513946000799 0.0142242821767196 0.313348065181723 0.0129647501892566 0.337137988817478 0.0132630712825542 -21.3219252476204 12.3853990329232 381.118658586887 101.845939084137
"2020-07-23" 126.589956565728 31.7592329159876 113.744275197682 31.6427865300884 122.541947412372 32.3204794095058 0.349943331094292 0.0157920969220968 0.312217494834604 0.0157777419319907 0.337839174071104 0.0150722847817342 -21.643353582737 15.0429604162246 362.876179175782 94.3646787743311
"2020-07-24" 132.935774453255 31.4423071815705 119.347160734412 30.7157435783286 128.935614249365 31.3619284309356 0.349442348704091 0.0145532524601291 0.312134557081999 0.0146745200383911 0.338423094213909 0.0132321498124237 -23.1770672337954 14.9152375764756 381.218549437032 92.2504570382562
"2020-07-25" 130.521113588809 34.7466176252908 118.113601647681 33.4636843943669 125.999510799718 34.0277684710735 0.348902453305664 0.0152451861350828 0.314218893452195 0.0152704896676841 0.336878653242141 0.0147020401559799 -20.2934210931646 15.1741794135401 374.634226036208 100.947786999561
"2020-07-26" 132.238279624059 39.6058493402604 120.404318774367 37.1683802899908 128.320568466152 37.617329040501 0.347021298941402 0.0146674705978907 0.314987301781915 0.0148880624655654 0.337991399276683 0.0153515372542087 -19.7502105414773 14.6056006293876 380.963166864577 113.38302451465
"2020-07-27" 127.960491293098 35.6712610925947 115.300067845646 34.8540710301073 122.317661396546 34.954150381086 0.351347877366127 0.0163220426725975 0.313829836255692 0.0165082473595676 0.334822286378181 0.0147011145303904 -19.6780169983514 15.6114302055129 365.57822053529 104.297019601222
"2020-07-28" 126.528344016295 37.7185493786056 116.993862385647 36.7981359589127 123.248654184347 37.1312445715395 0.345561871209869 0.0168701392435596 0.317869654539325 0.0184092256919439 0.336568474250806 0.0161396991354917 -15.7892734293479 18.1488195637501 366.770860586289 110.22768765749
"2020-07-29" 128.619591875332 42.2270077126349 119.970775848247 39.4471318721078 125.672956772687 40.0090736154723 0.343031924827996 0.0161793970822682 0.319898951372299 0.017832238615631 0.337069123799705 0.0179931305438585 -14.350996951525 17.3938614602538 374.263324496266 120.464264287414
"2020-07-30" 129.057783562529 42.0373873854716 120.542266242652 39.2059453118371 126.63686116234 39.6656141455706 0.342255948523009 0.0157380703664362 0.319724266113983 0.0169287403926331 0.338019785363008 0.0174004009921764 -14.6101122395641 16.6104392027731 376.236910967521 119.787008739062
"2020-07-31" 130.015343334771 39.8260562588692 120.496769389524 37.269149795497 127.539989209024 37.6971444096489 0.343438161006812 0.0150646954381678 0.317906365700965 0.0154466783374263 0.338655473292223 0.0160919727931039 -16.5617937647472 15.3744880678602 378.052101933318 113.727770861342
