"Dates_YYYYMMDD" "Red_av" "Red_sd" "Green_av" "Green_sd" "Blue_av" "Blue_sd" "Red_Index_av" "Red_Index_sd" "Green_Index_av" "Green_Index_sd" "Blue_Index_av" "Blue_Index_sd" "GEI_av" "GEI_sd" "BRI_av" "BRI_sd"
"2020-07-01" 138.691088090356 40.7778306550294 133.219134790683 41.6934962874988 137.349989417268 40.9806159359262 0.339145495852114 0.0224792653304146 0.324092365393072 0.0107701379328726 0.336762138754814 0.0203904358464954 -9.60280792625786 11.1087311199931 409.260212298308 121.683359340277
"2020-07-02" 133.806508474705 31.2702041127319 125.450265931366 31.8156985623482 128.03851951558 30.6210966851046 0.346196132376463 0.0136569507195774 0.322876486375639 0.00854064005121979 0.330927381247898 0.0131082038738461 -10.9444961275532 8.90070006030678 387.29529392165 92.7188501914645
"2020-07-03" 136.504465193414 37.2008310620012 128.305364517369 35.8802313781439 129.755385323133 34.1388533148097 0.34586797892973 0.0123782474785347 0.324254834074203 0.00792328366689994 0.329877186996067 0.0138598437303565 -9.64912148180962 7.8318339515694 394.565215033916 106.536840154291
"2020-07-04" 136.673454760241 36.9133647929918 128.332791096117 35.5081021967472 129.785641107192 33.7574433119344 0.346063336885236 0.0123089563174254 0.324162113136262 0.007896151252898 0.329774549978502 0.01393441216396 -9.79351367519911 7.74730488138445 394.791886963551 105.501544102686
"2020-07-05" 137.068116481989 36.7835015940816 128.534150835165 35.3685835383652 130.215101842228 33.6257362196351 0.346151952290641 0.0123636401066562 0.32378616188523 0.00784848227898524 0.33006188582413 0.0138919147983212 -10.2149166538879 7.72161518463079 395.817369159383 105.1030014185
"2020-07-06" 137.430476033615 35.7476594027843 128.78774390925 34.4180845557539 130.385641145055 32.6775352269539 0.346420469763591 0.0117457930539126 0.323902238278303 0.00763321102338958 0.329677291958106 0.0132687404468062 -10.2406293601707 7.62156875977011 396.60386108792 102.175502057181
"2020-07-07" 137.705695592169 36.0217133547636 128.697624318701 34.5569776559576 130.570112055795 32.7863041200114 0.34675650344508 0.0117947711411899 0.323347634417418 0.00757695632872458 0.329895862137502 0.0134621908423284 -10.8805590105619 7.54759119255053 396.973431966665 102.693727794883
"2020-07-08" 136.435730483 34.6065185971309 126.212380773884 32.919112042569 127.618447197091 30.6985344991572 0.351438385032987 0.0122324275902847 0.322144581517272 0.00779080958131749 0.326417033449741 0.0138768926492477 -11.6294161323239 7.70868225262746 390.266558453975 97.4973621593705
"2020-07-09" 138.135046675716 31.776472338009 129.78074207857 31.0673599304199 131.855509854814 29.5841642732772 0.345676022876773 0.0107939333671067 0.323849382655444 0.00717713811525976 0.330474594467783 0.012105341295592 -10.4290723733906 7.55854988674388 399.7712986091 91.719984117576
"2020-07-10" 136.49000687215 33.9741062625319 127.683028668034 32.9779859349922 129.928508667806 31.3232487861143 0.346312765734187 0.0114575817720932 0.323138409970268 0.00759306558152685 0.330548824295544 0.0128911466986559 -11.0524582038889 7.64188237746417 394.101544207989 97.5746251755952
"2020-07-11" 136.237501415133 34.4598168344635 128.099020936392 33.3099761634856 129.755687356949 31.6135821599878 0.345587333894585 0.0114725418173735 0.324261748501649 0.00748962052740935 0.330150917603766 0.013124273109401 -9.79514689929745 7.69564627372491 394.092209708473 98.6883423725567
"2020-07-12" 138.298694745929 31.3536386343605 129.693955650971 30.6735658416728 131.681652042051 28.9677864252537 0.346107122219555 0.0109966962079955 0.323634919607843 0.00735114284596869 0.330257958172602 0.0123826759935713 -10.5924354860389 7.80080152383692 399.674302438951 90.2441984457623
"2020-07-13" 137.15113000479 30.3486629925071 128.360101662379 29.8888455242367 130.372253251019 28.5616796377966 0.34677289357003 0.0109591464266803 0.323533876314492 0.00729903193538785 0.329693230115478 0.0119764035141809 -10.8031799310513 7.76313104562985 395.883484918187 88.0390610900834
"2020-07-14" 133.905298484151 38.0929374476504 126.698725377164 39.1402172125393 128.51604300489 39.2329724079867 0.346052635332077 0.0169126999864627 0.324254198400071 0.00870889161972841 0.329693166267853 0.0171213313691885 -9.0238907347142 8.4085895726585 389.120066866205 115.154681255796
"2020-07-15" 132.429635548892 36.3279439026908 125.088325637662 38.2661709114801 126.666841177618 38.8717799746831 0.346496120834516 0.0180259436347801 0.324228385323275 0.00916967878464855 0.329275493842208 0.0176086707665774 -8.91982545118596 9.32885958242506 384.184802364171 111.910187247753
"2020-07-16" 135.779995304978 35.1481261254188 128.412854819687 36.3168172080478 130.014218458632 37.2874055633698 0.345710474853202 0.016851686523655 0.324837554189821 0.00848237626732917 0.329451970956977 0.0169548994078613 -8.96850412423635 9.0680793642595 394.207068583296 107.196983585114
"2020-07-17" 135.978388017091 35.6133981590339 128.388949242644 36.5892712192837 130.116275029865 37.2360987718595 0.345886639987801 0.0169740323537744 0.324495095451112 0.00884124711601966 0.329618264561087 0.0171985297506713 -9.31676456166855 9.37100369424354 394.4836122896 107.855350436788
"2020-07-18" 133.105046316017 33.3258434795713 125.105806417414 34.8326946584804 126.794505309351 35.8703438102623 0.347019094389192 0.0169778207553584 0.324047299858642 0.00928674946401001 0.328933605752166 0.0168292770705854 -9.68793879053953 9.76925283528147 385.005358042782 102.416984219513
"2020-07-19" 134.944345886839 32.3537043111513 126.914409288572 33.7172082413156 128.945248429155 34.9288950074807 0.346504966252453 0.0165446096474424 0.3239063672057 0.00927911610210109 0.329588666541848 0.0161620178212881 -10.0607757388507 9.88246032955706 390.804003604565 99.3671797038193
"2020-07-20" 120.020377835708 38.1427083789747 112.118322513957 40.3947879697964 112.705151045305 41.1853321162095 0.350964396269518 0.020386678440629 0.323341434870208 0.0122360762278789 0.325694168860273 0.0184092330561624 -8.48888385309881 11.2502629860175 344.843851394971 118.182476490975
"2020-07-21" 133.341528229768 36.520339523217 125.973660281058 37.2913142645626 127.362361596232 38.1974231434678 0.346016797206352 0.0177789185901057 0.324844745306749 0.0105992068916308 0.3291384574869 0.0173148059609389 -8.75656926388487 11.1030679483849 386.677550107058 110.344357677124
"2020-07-22" 134.791615030887 34.7693946619473 128.093516439204 35.591447065546 129.866665644363 36.562802270486 0.344160084469361 0.0177610827147055 0.325338623871667 0.0110039656683778 0.330501291658972 0.0172661297959965 -8.47124779684184 11.8662000613121 392.751797114454 105.139815553951
"2020-07-23" 133.786022956387 33.6580058452773 127.34520083526 35.0816418712476 129.316076854487 36.0804974570619 0.343905802546042 0.0176888006763019 0.32531809680828 0.012526405338117 0.330776100645678 0.0170205048805268 -8.41169814035466 13.4248479153099 390.447300646133 102.975087316728
"2020-07-24" 132.311789731153 33.0740390013952 125.450359756086 34.0495064765216 126.751900632124 35.6531076190426 0.345260998581349 0.0178025793438878 0.325689811254458 0.0123710584181572 0.329049190164193 0.0167052864181722 -8.16297085110531 13.1425857036229 384.514050119363 100.930983395504
"2020-07-25" 129.488800970809 35.5246146597604 123.845423205148 35.8194190997764 124.153005552621 37.2613354524915 0.343763976857786 0.018436471349147 0.327794276587951 0.0132603222141401 0.328441746554263 0.0178345145460996 -5.95096011313489 13.7064541380461 377.487229728579 106.746176154566
"2020-07-26" 132.759503463526 38.1407217155635 127.112135231788 37.5967824556113 127.991009070102 38.4973742029837 0.342625642027832 0.0188051647620997 0.327401283223897 0.0128757685885929 0.329973074748271 0.0187809131265379 -6.52624207005049 13.2390830596714 387.862647765415 112.404474761541
"2020-07-27" 128.270780717846 36.2720257580363 122.661900234562 37.3687012423801 123.489134241669 38.2235378236407 0.34437421812158 0.0201534379724994 0.326527071713015 0.0142056161934072 0.329098710165405 0.0183637322783323 -6.43611449039129 14.2987064351362 374.421815194077 109.980777036357
"2020-07-28" 125.907845003682 39.3198771819645 120.451551648085 40.0120916011247 121.003779341523 40.9790161966687 0.343891818551751 0.0205323688601645 0.327060372195987 0.0155870390400026 0.329047809252262 0.018955978826246 -6.00852104903459 15.6264673641676 367.363175993291 118.40547839092
"2020-07-29" 129.543275308158 40.3962376480878 125.200215971027 39.426253704569 126.157393997565 40.4432816899218 0.33989824833754 0.0196773464673448 0.328759630217194 0.0148813909738944 0.331342121445265 0.0197172538871876 -5.30023736366924 14.8109965994883 380.900885276751 118.425545949915
"2020-07-30" 129.250662887931 40.0033604243403 125.16536993179 38.8945500396595 125.728246882448 39.9608161807431 0.339785899098666 0.019662017758149 0.329430777301332 0.0149585295817744 0.330783323600002 0.0199083585112191 -4.64816990680002 14.7581595961648 380.144279702169 116.997924319578
"2020-07-31" 130.41802131313 39.1319555490877 125.92945047414 38.2127036412311 126.548793019562 39.8112342778222 0.340630053265077 0.0192061346296387 0.329193925598517 0.0146780489157145 0.330176021136406 0.0189330001714051 -5.10791338441062 14.6189112609262 382.896264806832 115.310174272671
"2020-08-01" 130.791918919993 39.0202624845672 126.41636203923 38.1656887083637 126.648941026355 39.8143047067815 0.340824557348149 0.0190006798318471 0.329598840386284 0.0142069612878795 0.329576602265567 0.0187112486818212 -4.60813586788812 14.1481110580605 383.857221985578 115.186158658902
"2020-08-02" 132.342897283134 36.5915839449552 127.037955431365 36.0946668329449 126.987779689863 37.89038858191 0.342981568212853 0.0185245321000521 0.328896902369805 0.0134974133014311 0.328121529417343 0.0179806137702956 -5.25476611026865 13.8833841781085 386.368632404363 108.68570784912
"2020-08-03" 128.329214132774 37.1363423830637 123.762405630998 38.7018106589438 121.918935668728 40.1055942587134 0.344915390022357 0.0217280990182468 0.330281393636359 0.016305705656424 0.324803216341283 0.0175661049144878 -2.72333853950728 16.9793011296763 374.010555432501 113.883078466247
"2020-08-04" 133.571477625757 39.0177174849728 129.160352959663 38.0799483429045 127.647920086176 39.6403713427937 0.34232377726534 0.0201981266652792 0.331063251688235 0.0159008907139038 0.326612971046425 0.0189117192409347 -2.89869179260874 16.7754790037602 390.379750671596 114.594374407742
