"Date" "GCC_Std_Anom"
2020-07-01 -1.10870261111682
2020-07-02 -1.53342716408704
2020-07-03 -1.24063684291158
2020-07-04 -1.3249442604473
2020-07-05 -1.33796818508901
2020-07-06 -1.45934875917447
2020-07-07 -1.45632697654491
2020-07-08 -1.56128668019509
2020-07-09 -1.33603807649876
2020-07-10 -1.33087302779555
2020-07-11 -1.48996878874705
2020-07-12 -1.68262789729715
2020-07-13 -1.64642587143185
2020-07-14 -1.14281589334385
2020-07-15 -1.39420299108301
2020-07-16 -1.17313429475456
2020-07-17 -1.27112257760026
2020-07-18 -1.33727182766751
2020-07-19 -1.12740291998461
2020-07-20 -1.16691781213796
2020-07-21 -0.931255244238359
2020-07-22 -1.07908767352598
2020-07-23 -1.48742994515379
2020-07-24 -1.789407318452
2020-07-25 -1.30714645903946
2020-07-26 -0.9118459981038
2020-07-27 -0.9658969473987
2020-07-28 -0.834595674222907
2020-07-29 -0.202133531159646
2020-07-30 -0.172390192838382
2020-07-31 -0.166329630728887
2020-08-01 -0.107093581361521
2020-08-02 -0.293985511494464
2020-08-03 -0.0382271683545983
2020-08-04 0.111244840885629
2020-08-05 0.112712763353568
2020-08-06 0.00101615685514708
2020-08-07 0.177039963985104
2020-08-08 -0.392318822381316
2020-08-09 -0.218259365869699
2020-08-10 1.02854204047724
2020-08-11 1.19001732808585
2020-08-12 1.25225885842973
2020-08-13 1.03326266882687
2020-08-14 1.01444020184143
2020-08-15 0.72025108423687
2020-08-16 0.470086063301513
2020-08-17 0.825166933538919
2020-08-18 0.379303505288117
2020-08-19 0.314346471660311
2020-08-20 0.0349263728715902
2020-08-21 0.218625991470908
2020-08-22 -0.00991886851135903
2020-08-23 -0.321901978226945
2020-08-24 0.339140106655196
2020-08-25 1.62103775360729
2020-08-26 1.53972403232545
2020-08-27 1.07504729563716
2020-08-28 1.09454020354684
2020-08-29 1.07843230918527
2020-08-30 1.70973260308785
2020-08-31 1.48338231619777
2020-09-01 0.925038983615477
2020-09-02 0.520855702859626
2020-09-03 0.282571138405716
2020-09-04 0.396534763888989
2020-09-05 0.218203828264536
2020-09-06 0.176193340730365
2020-09-07 0.721488741964096
2020-09-08 1.85813116315171
2020-09-09 1.90031630935558
2020-09-10 1.56251972135594
2020-09-11 1.06664894520914
2020-09-12 1.26249827649894
2020-09-13 1.01704707208792
2020-09-14 0.567773155558474
2020-09-15 0.376118479684692
2020-09-16 0.296860083392709
2020-09-17 0.0684804768931512
2020-09-18 0.0133672116613435
2020-09-19 -0.187166083045992
2020-09-20 -0.287712324488224
2020-09-21 0.60415622487142
2020-09-22 1.17222924213668
2020-09-23 1.28140390077565
2020-09-24 1.07713524571217
2020-09-25 0.607526032023596
2020-09-26 0.610715470886862
2020-09-27 0.613231406756791
2020-09-28 0.32022496526898
2020-09-29 0.252711822575731
2020-09-30 -0.0255576099282036
2020-10-01 0.369682331011472
2020-10-02 -0.112838515517433
