"Date" "GCC_Std_Anom"
2020-07-01 -0.810958660314461
2020-07-02 -0.782691914520791
2020-07-03 -0.355810345705751
2020-07-04 -0.611665003054404
2020-07-05 -1.07456796915909
2020-07-06 -0.759865187982805
2020-07-07 -0.733016647231235
2020-07-08 -1.31848819301365
2020-07-09 -1.01672133899299
2020-07-10 -1.08562791029779
2020-07-11 -1.54005135608173
2020-07-12 -1.86972699851304
2020-07-13 -1.82925062068805
2020-07-14 -1.32489706304365
2020-07-15 -0.777730471070636
2020-07-16 -0.536947102989158
2020-07-17 -0.654840433613689
2020-07-18 -0.787777911431909
2020-07-19 -0.851316215723396
2020-07-20 -0.880091712369339
2020-07-21 -0.886121661421608
2020-07-22 -1.05177448046334
2020-07-23 -0.956471290831407
2020-07-24 -1.34675460607426
2020-07-25 -1.18678758595932
2020-07-26 -0.724786631877706
2020-07-27 -1.03771347785285
2020-07-28 -0.442619726803409
2020-07-29 0.621939509665638
2020-07-30 0.338176433830956
2020-07-31 -0.280715168757605
2020-08-01 -0.464915786702
2020-08-02 -0.358404472419896
2020-08-03 0.588015967834747
2020-08-04 0.891435852523658
2020-08-05 0.611513809940593
2020-08-06 0.55015978640848
2020-08-07 0.9898346426081
2020-08-08 0.0884213331291335
2020-08-09 0.264330029023961
2020-08-10 0.444031123604623
2020-08-11 0.15970912500405
2020-08-12 0.359992060141652
2020-08-13 0.352074405203892
2020-08-14 1.22344420052985
2020-08-15 0.799229533283194
2020-08-16 0.502467741629207
2020-08-17 0.46094745446283
2020-08-18 0.927457915412987
2020-08-19 0.347177443206286
2020-08-20 0.253399197582485
2020-08-21 0.338294811960945
2020-08-22 0.316944669337402
2020-08-23 0.0261361655241808
2020-08-24 -0.205466164640911
2020-08-25 1.75521889999831
2020-08-26 1.64677349531773
2020-08-27 0.914416136439985
2020-08-28 1.80031091886224
2020-08-29 1.29955022123958
2020-08-30 1.38505635863063
2020-08-31 0.93156480666985
2020-09-01 1.8680144731511
2020-09-02 1.75867894500638
2020-09-03 1.20379845089611
2020-09-04 1.69146281896959
2020-09-05 0.62483922671024
2020-09-06 0.349053357685693
2020-09-07 0.969735473658963
2020-09-08 2.04696811959653
2020-09-09 2.17070866460639
2020-09-10 0.61878054953935
2020-09-11 1.31851112818148
2020-09-12 1.40005957534745
2020-09-13 1.12110470720561
2020-09-14 0.699605061143064
2020-09-15 0.304310845192213
2020-09-16 0.246832542693782
2020-09-17 0.389905795097095
2020-09-18 0.386020496520131
2020-09-19 -0.15550968205081
2020-09-20 0.0788693130682575
2020-09-21 -0.766042911131719
2020-09-22 -0.926643872459917
2020-09-23 -0.72776432298283
2020-09-24 -0.822402280682008
2020-09-25 -0.533156776994789
2020-09-26 -0.741086574471373
2020-09-27 -0.856733519772557
2020-09-28 -0.809474358083901
2020-09-29 -1.22492075087471
2020-09-30 -1.59021502200405
2020-10-01 -1.50857305581717
2020-10-02 -1.22818635634933
