"Date" "GCC_Std_Anom"
2020-07-01 -1.35722483690597
2020-07-02 -1.41447544674271
2020-07-03 -0.949893646346325
2020-07-04 -0.891515417355822
2020-07-05 -0.992529703613382
2020-07-06 -0.91076168388959
2020-07-07 -0.927912391838158
2020-07-08 -1.35499911296638
2020-07-09 -0.858336443004043
2020-07-10 -0.726622894366551
2020-07-11 -0.870060561801144
2020-07-12 -1.07540936923169
2020-07-13 -1.01035512189622
2020-07-14 -0.591536794978385
2020-07-15 -1.47681976964781
2020-07-16 -1.25426162231937
2020-07-17 -1.1543453048389
2020-07-18 -1.38266866220213
2020-07-19 -1.3218597413614
2020-07-20 -1.05102721425724
2020-07-21 -0.965206644751835
2020-07-22 -1.32480973468606
2020-07-23 -1.56312360582244
2020-07-24 -1.60507827665077
2020-07-25 -1.12324927229937
2020-07-26 -1.00900254115023
2020-07-27 -1.2953056942833
2020-07-28 -1.20150185983479
2020-07-29 -0.848621884829564
2020-07-30 -0.812665152447229
2020-07-31 -0.953769598955553
2020-08-01 -0.987964782495105
2020-08-02 -1.17243580525374
2020-08-03 -0.669884706542645
2020-08-04 -0.161829172305382
2020-08-05 -0.130838008735569
2020-08-06 -0.0366201758220472
2020-08-07 0.166693693676918
2020-08-08 0.0105233294485918
2020-08-09 0.267666358242141
2020-08-10 0.313469142622752
2020-08-11 0.148507763747499
2020-08-12 0.426287195678858
2020-08-13 -0.021708559873774
2020-08-14 0.0532021848347553
2020-08-15 0.113649946838132
2020-08-16 0.275987107977101
2020-08-17 0.303433787360405
2020-08-18 -0.0684679842456964
2020-08-19 -0.119695437248995
2020-08-20 -0.159627225599681
2020-08-21 -0.152055998541575
2020-08-22 -0.463598251128308
2020-08-23 -0.394745203860864
2020-08-24 -0.486000874501984
2020-08-25 0.908265083762916
2020-08-26 0.992726351021685
2020-08-27 1.04261845304656
2020-08-28 1.31359734203172
2020-08-29 1.45942713629266
2020-08-30 1.812403897857
2020-08-31 1.45408597991506
2020-09-01 1.34538523289105
2020-09-02 1.20466314257587
2020-09-03 0.829737518656882
2020-09-04 0.574821407286265
2020-09-05 0.46428272805431
2020-09-06 0.426199676106659
2020-09-07 0.686135496121535
2020-09-08 0.701281338309634
2020-09-09 0.687653318892261
2020-09-10 0.367466249215099
2020-09-11 0.76023758878947
2020-09-12 0.616613497864346
2020-09-13 0.39120050304696
2020-09-14 0.576080970700948
2020-09-15 1.61260093414328
2020-09-16 1.53147312474175
2020-09-17 1.92378249208766
2020-09-18 2.03332226482953
2020-09-19 2.10835819532471
2020-09-20 1.96516128435907
2020-09-21 1.89991689280494
2020-09-22 1.34520250008846
2020-09-23 0.895223669226957
2020-09-24 0.862262394812784
2020-09-25 0.766467707675542
2020-09-26 0.416353742242913
2020-09-27 0.430490625260723
2020-09-28 0.25620345217561
2020-09-29 0.245549077042077
2020-09-30 0.273636397425238
2020-10-01 0.0606157048765452
2020-10-02 -0.0205016905538095
