"Date" "GCC_Std_Anom"
2020-07-01 -0.727655660878447
2020-07-02 -1.07570244527292
2020-07-03 -0.644440986807127
2020-07-04 -0.698624706549869
2020-07-05 -0.732513351302257
2020-07-06 -0.680529001112115
2020-07-07 -0.668711288936205
2020-07-08 -1.00692412033234
2020-07-09 -0.906491731698566
2020-07-10 -0.803478450886718
2020-07-11 -0.890105606076801
2020-07-12 -1.08736849837937
2020-07-13 -1.10741549432648
2020-07-14 -1.05767643013084
2020-07-15 -1.01697568725337
2020-07-16 -1.06085006339065
2020-07-17 -1.15198314813423
2020-07-18 -1.4780076162974
2020-07-19 -1.37139623351375
2020-07-20 -1.25855439433451
2020-07-21 -1.03147770358191
2020-07-22 -1.16893745289163
2020-07-23 -1.21213896451458
2020-07-24 -1.17374775335376
2020-07-25 -1.0315663705813
2020-07-26 -0.778789844086522
2020-07-27 -0.83171655172443
2020-07-28 -0.982143859067949
2020-07-29 -0.598310975091499
2020-07-30 -0.693143913323797
2020-07-31 -0.7254857408074
2020-08-01 -0.720079509792436
2020-08-02 -0.974134711428185
2020-08-03 -1.02684372437139
2020-08-04 -0.221537766218044
2020-08-05 -0.186242022080438
2020-08-06 -0.0390527196930981
2020-08-07 0.177792190619451
2020-08-08 0.0729459842315438
2020-08-09 0.461218908809577
2020-08-10 0.628740932929517
2020-08-11 0.706116133079845
2020-08-12 0.880773548155142
2020-08-13 0.416856170325547
2020-08-14 0.108830810993296
2020-08-15 0.32262723842867
2020-08-16 -0.211789643544154
2020-08-17 -0.0763671462845818
2020-08-18 -0.476651443509251
2020-08-19 -0.160764306386525
2020-08-20 -0.33133476399668
2020-08-21 -0.489700934585465
2020-08-22 -0.722804576962521
2020-08-23 -0.750462455889023
2020-08-24 -0.502254924364957
2020-08-25 0.798429599099112
2020-08-26 1.15233634921734
2020-08-27 1.20332559785495
2020-08-28 1.49886732240565
2020-08-29 1.62073224336674
2020-08-30 1.58109173634617
2020-08-31 1.01279154201108
2020-09-01 1.00621852118055
2020-09-02 1.44752927951111
2020-09-03 0.64165838046122
2020-09-04 0.528964763091854
2020-09-05 0.567761115315531
2020-09-06 0.412655970804672
2020-09-07 0.176962331116579
2020-09-08 0.103746086063179
2020-09-09 -0.228427355884738
2020-09-10 -0.243185834976142
2020-09-11 -0.411499005978163
2020-09-12 -0.342412401195401
2020-09-13 -0.404226003915376
2020-09-14 0.287939907963449
2020-09-15 1.9791329809097
2020-09-16 2.19180607917172
2020-09-17 2.41808695421445
2020-09-18 2.39399419642552
2020-09-19 2.56952113315866
2020-09-20 2.01769125570172
2020-09-21 1.91069900420828
2020-09-22 1.26786218073572
2020-09-23 1.17783901623856
2020-09-24 0.987613625268713
2020-09-25 0.536846887109544
2020-09-26 0.616818386879507
2020-09-27 0.31566418438665
2020-09-28 0.209058409813632
2020-09-29 0.0695977207096954
2020-09-30 0.00201091007450426
2020-10-01 -0.131954304929969
2020-10-02 -0.176565987763103
