"Date" "GCC_Std_Anom"
2020-07-01 -0.878244991688839
2020-07-02 -0.906263743811986
2020-07-03 -1.12655516612751
2020-07-04 -1.042186550374
2020-07-05 -1.06354975908547
2020-07-06 -1.00709501828604
2020-07-07 -1.04479037380421
2020-07-08 -1.2442591968399
2020-07-09 -1.06994635305767
2020-07-10 -1.08040950214499
2020-07-11 -1.2032932859754
2020-07-12 -1.33707375159679
2020-07-13 -1.25686185417236
2020-07-14 -0.979845236197186
2020-07-15 -0.936996756523338
2020-07-16 -0.957011650268375
2020-07-17 -0.807519206192113
2020-07-18 -0.89121921008709
2020-07-19 -0.772692111755938
2020-07-20 -0.506324839746762
2020-07-21 -0.553788280744749
2020-07-22 -0.617376320812529
2020-07-23 -0.026566810254302
2020-07-24 -0.283136694510419
2020-07-25 -0.00272461336452318
2020-07-26 0.181756123126772
2020-07-27 0.388754140169455
2020-07-28 1.35551963009746
2020-07-29 1.96257483121855
2020-07-30 2.1884366412527
2020-07-31 1.70526393805939
2020-08-01 1.60464714908249
2020-08-02 1.10742444400705
2020-08-03 1.97192511987187
2020-08-04 2.24074520755303
2020-08-05 2.214130766388
2020-08-06 1.14410613985305
2020-08-07 1.13882233273344
2020-08-08 -0.0951109065691177
2020-08-09 -0.146274723735659
2020-08-10 1.46773964899849
2020-08-11 2.47602268792573
2020-08-12 1.48203700515617
2020-08-13 0.808151583369529
2020-08-14 0.280366014930855
2020-08-15 -0.00140590574248563
2020-08-16 -0.214816324962266
2020-08-17 1.20828627054299
2020-08-18 1.50721138710835
2020-08-19 0.471981293107201
2020-08-20 -0.321249003339679
2020-08-21 -0.323785504885805
2020-08-22 -0.582833739429855
2020-08-23 -0.849989776426531
2020-08-24 -0.369198757004942
2020-08-25 1.70492830604842
2020-08-26 1.00486560972783
2020-08-27 -0.0802819717393602
2020-08-28 -0.320501873016357
2020-08-29 -0.458577590260612
2020-08-30 -0.268338138574624
2020-08-31 0.233953291642102
2020-09-01 1.25264871893009
2020-09-02 1.46642072207271
2020-09-03 0.928646943505361
2020-09-04 0.231583383733488
2020-09-05 -0.197610267089106
2020-09-06 -0.129041107746356
2020-09-07 -0.00950620400927719
2020-09-08 1.41811181588735
2020-09-09 1.08989474406284
2020-09-10 -0.0783364839658176
2020-09-11 -0.801244990977116
2020-09-12 -0.4993963194098
2020-09-13 -0.431653704812022
2020-09-14 -0.561464391603408
2020-09-15 -0.235350038212067
2020-09-16 -0.150684129068011
2020-09-17 -0.596576537839576
2020-09-18 -0.736497836681473
2020-09-19 -0.661102731090069
2020-09-20 -1.24259558088238
2020-09-21 -0.547625947499095
2020-09-22 -0.276918826346914
2020-09-23 -0.361031884010879
2020-09-24 -0.466727938140298
2020-09-25 -0.660366729484514
2020-09-26 -0.540926543828596
2020-09-27 -0.486300557869009
2020-09-28 -0.70821975311717
2020-09-29 -0.0332808701438562
2020-09-30 -0.315346333160357
2020-10-01 -0.619467344668283
2020-10-02 -1.26158734539712
